Giá nhà,Địa chỉ,Diện tích,Số phòng ngủ,Tổng số tầng,Loại hình nhà ở,Giấy tờ pháp lý,url
"1,98 tỷ","85, Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",34 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109079499.htm
"3,8 tỷ","Đường Võ Văn Hát, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",53 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110830242.htm
"8,85 tỷ","Bành Văn Trân, Phường 7, Quận Tân Bình, Tp Hồ Chí Minh",60 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110830202.htm
"6,45 tỷ","PHAN VĂN TRỊ, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",70 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110830182.htm
"7,5 tỷ","Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",91 m²,8 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110830179.htm
"6,7 tỷ","Đường số 16A, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",80 m²,6 phòng,5,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110617169.htm
"4,75 tỷ","Tân Chánh Hiệp 10, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",78 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/108086688.htm#px=SR-special_display_ad-[PO-12][PL-default]
"7,5 tỷ","Đường Bùi Thị Xuân, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",60 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108971228.htm
2 tỷ,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",50 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110830147.htm
9 tỷ,"Đường Thạch Lam, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",80 m²,7 phòng,3,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110700301.htm
"4,35 tỷ","Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",56 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110297685.htm#px=SR-special_display_ad-[PO-17][PL-default]
"5,55 tỷ","Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",50 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110329216.htm
8 tỷ,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",98 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/109720804.htm
"8,7 tỷ","Võ Thành Trang, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",84 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108532353.htm
"4,38 tỷ","Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",55.7 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110830110.htm
"2,7 tỷ","Âu Cơ, Phường 14, Quận 11, Tp Hồ Chí Minh",32 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/110346466.htm
"4,3 tỷ","Nguyễn Đỗ Cung, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",64 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/109659775.htm
"6,4 tỷ","Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",64 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110830146.htm#px=SR-special_display_ad-[PO-14][PL-default]
"1,9 tỷ","Lưu Hữu Phước, Phường 15, Quận 8, Tp Hồ Chí Minh",32 m²,1 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110830102.htm
"3,6 tỷ","16, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",120 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110829988.htm
6 tỷ,"Lê Sát, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",43.2 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/108389628.htm
"3,7 tỷ","Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",26 m²,2 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110205293.htm
"1,5 tỷ","Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",36 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110497306.htm
"3,7 tỷ","Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",40 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110738387.htm
"4,4 tỷ","undefined, Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",96.24 m²,5 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110766298.htm#px=SR-special_display_ad-[PO-5][PL-default]
"3,99 tỷ","Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",50 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110686868.htm
"1,390000008 tỷ","Lê văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",15 m²,2 phòng,3,Nhà phố liền kề,,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/108860839.htm
"2,85 tỷ","Âu Cơ, Phường 14, Quận 11, Tp Hồ Chí Minh",32 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/109609282.htm
"5,25 tỷ","Lâm Viên, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",87.5 m²,3 phòng,,Nhà phố liền kề,,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110564313.htm#px=SR-special_display_ad-[PO-7][PL-default]
"3,5 tỷ","Tân Chánh Hiệp 7, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",64.1 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110829963.htm
850 triệu,"Đường Số 46, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m²,1 phòng,,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110115159.htm
"8,79 tỷ","Nguyên Thi Năm ( Tch10cu), Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",80 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110830053.htm
"7,5 tỷ","Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh",60 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110829955.htm
"6,9 tỷ","Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",82 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/86349681.htm
"4,2 tỷ","Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",43 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110829953.htm
"2,39 tỷ","Nguyễn Sơn, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",36 m²,1 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110829947.htm
"4,3 tỷ","Thới Tam Thôn 13, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",105 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/109506501.htm
"7,8 tỷ","Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",40 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109082718.htm
"5,1 tỷ","Đường Trịnh Đình Trọng, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",46 m²,3 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/108187948.htm
3 tỷ,"Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",38 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110259950.htm
"1,17 tỷ","Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",59 m²,3 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110829925.htm
"5,1 tỷ","Đường số 3, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",64.4 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110829919.htm
27 tỷ,"Đường Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",177 m²,nhiều hơn 10 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110830025.htm
"8,8 tỷ","Đồng Đen, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",48 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108882060.htm
"1,75 tỷ","Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",24 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110829817.htm
5 tỷ,"An Phu Dong 9, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",71 m²,2 phòng,3,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110495838.htm
"4,4 tỷ","Hl80, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",70 m²,3 phòng,3,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110830021.htm
"12,2 tỷ","Thới An, Phường Thới An, Quận 12, Tp Hồ Chí Minh",160 m²,5 phòng,4,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/105293497.htm
"2,79 tỷ","Quốc Lộ 1a, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",100 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110830009.htm
"2,85 tỷ","Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",39 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110829874.htm
"6,45 tỷ","Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",100 m²,5 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110777771.htm
"2,7 tỷ","Âu Cơ, Phường 14, Quận 11, Tp Hồ Chí Minh",32 m²,3 phòng,3,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/110423842.htm
"7,7 tỷ","193//, Đường Số 20, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",66 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110829871.htm
"6,69 tỷ","Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",104 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110830002.htm#px=SR-special_display_ad-[PO-20][PL-default]
"4,9 tỷ","Đường số 12, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",55 m²,3 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110829858.htm
4 tỷ,"Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",68 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110829857.htm
"1,05 tỷ","Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",56 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110232541.htm
"8,98 tỷ","Đường số 3, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",80 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110392478.htm#px=SR-special_display_ad-[PO-5][PL-default]
"3,12 tỷ","Thành thái, Phường 14, Quận 10, Tp Hồ Chí Minh",68 m²,4 phòng,3,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/108234215.htm
"2,73 tỷ","Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",52 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/108485710.htm
"6,9 tỷ","Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",100 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/103198917.htm
"7,7 tỷ","Tân Thới Nhất 13, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",165 m²,8 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110377418.htm#px=SR-special_display_ad-[PO-7][PL-default]
"5,2 tỷ","Huỳnh Thị Na, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",120 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107407444.htm
"4,5 tỷ","Trần Thị Bốc 1, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",80 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107442242.htm
"2,45 tỷ","Phạm Thị Giây 1/, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",48 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/106121645.htm
"7,2 tỷ","Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",74 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110829813.htm
"2,55 tỷ","Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",48 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107093595.htm
"4,5 tỷ","Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",40 m²,2 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110625965.htm
"4,1 tỷ","Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",55 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110763880.htm
"4,8 tỷ","Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",60 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/103282132.htm
"10,5 tỷ","Đường Tân Hiệp 17/, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",240 m²,6 phòng,,Nhà biệt thự,,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107981069.htm
905 triệu,"Cao Đăng Điẹn, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",48 m²,2 phòng,2,"Nhà mặt phố, mặt tiền",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109130390.htm
"1,72 tỷ","Tam Đông 11, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",50 m²,3 phòng,,"Nhà ngõ, hẻm",Đang chờ sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/102473308.htm
"4,48 tỷ","TÂN HIỆP 30, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",120 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/109083775.htm
"5,25 tỷ","HUỲNH THỊ NA, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",128 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/108047661.htm
"3,85 tỷ","1/ Nguyễn Thị Sáu, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",70 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/106991193.htm
"15,9 tỷ","61 Cao Văn Ngọc, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",153 m²,6 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110622834.htm
"3,7 tỷ","Đường Số 1, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",37 m²,2 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110811389.htm
"1,75 tỷ","1/ Thới Tam Thôn 13, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",50 m²,3 phòng,,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/108899731.htm
"4,29 tỷ","Trung Lân 1, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",78 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107397047.htm
"2,3 tỷ","Đường Nhánh 1, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",32 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/110829782.htm
"7,2 tỷ","Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",86 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/103093573.htm
"1,27 tỷ","Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",58 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110702755.htm
"5,7 tỷ","Tô Ký 2/, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",88 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/101691048.htm
"6,5 tỷ","Nguyễn Ảnh Thủ 1/, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",150 m²,2 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/103005327.htm
4 tỷ,"Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",60 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110829776.htm
"3,99 tỷ","Trần Thị Bốc 1/, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",50 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107997422.htm
"1,59 tỷ","Ttt12 bis, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",35 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/103004939.htm
"6,36 tỷ","Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",53 m²,5 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110829741.htm
"2,68 tỷ","Tam Đông 25/, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",70 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/110265772.htm
"5,2 tỷ","Đường  Huỳnh Thị Na, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",120 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107444200.htm
35 tỷ,"Bùi Văn NGỮ, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",537 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/108047537.htm
"5,6 tỷ","Thới Tam Thôn 12, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",105 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/107628951.htm
"4,45 tỷ","Thới Tam Thôn 12/, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",193 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/109376064.htm
"3,95 tỷ","Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",50 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110020255.htm
